"ID","parentlocation","regioncode","links","file","Report"
395,"Pomme De Terre Lake","CG","C:\Users\benru\Documents\freelance work\files\395.html","Report on Pomme De Terre Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\395.html' >Report on Pomme De Terre Lake</a>"
160,"Dworshak Reservoir","CG","C:\Users\benru\Documents\freelance work\files\160.html","Report on Dworshak Reservoir","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\160.html' >Report on Dworshak Reservoir</a>"
419,"Sakakawea Lake","CG","C:\Users\benru\Documents\freelance work\files\419.html","Report on Sakakawea Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\419.html' >Report on Sakakawea Lake</a>"
291,"Lake Wallula","CG","C:\Users\benru\Documents\freelance work\files\291.html","Report on Lake Wallula","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\291.html' >Report on Lake Wallula</a>"
220,"Harlan County Lake","CG","C:\Users\benru\Documents\freelance work\files\220.html","Report on Harlan County Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\220.html' >Report on Harlan County Lake</a>"
246,"John Day Lock and Dam, Lake Umatilla","CG","C:\Users\benru\Documents\freelance work\files\246.html","Report on John Day Lock and Dam, Lake Umatilla","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\246.html' >Report on John Day Lock and Dam, Lake Umatilla</a>"
386,"Perry Lake","CG","C:\Users\benru\Documents\freelance work\files\386.html","Report on Perry Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\386.html' >Report on Perry Lake</a>"
505,"Wilson Lake","CG","C:\Users\benru\Documents\freelance work\files\505.html","Report on Wilson Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\505.html' >Report on Wilson Lake</a>"
113,"Clinton Lake","CG","C:\Users\benru\Documents\freelance work\files\113.html","Report on Clinton Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\113.html' >Report on Clinton Lake</a>"
127,"Cottage Grove Lake","CG","C:\Users\benru\Documents\freelance work\files\127.html","Report on Cottage Grove Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\127.html' >Report on Cottage Grove Lake</a>"
280,"Lake Pend Oreille","CG","C:\Users\benru\Documents\freelance work\files\280.html","Report on Lake Pend Oreille","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\280.html' >Report on Lake Pend Oreille</a>"
254,"Kanopolis Lake","CG","C:\Users\benru\Documents\freelance work\files\254.html","Report on Kanopolis Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\254.html' >Report on Kanopolis Lake</a>"
159,"Dorena Lake","CG","C:\Users\benru\Documents\freelance work\files\159.html","Report on Dorena Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\159.html' >Report on Dorena Lake</a>"
477,"Tuttle Creek Lake","CG","C:\Users\benru\Documents\freelance work\files\477.html","Report on Tuttle Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\477.html' >Report on Tuttle Creek Lake</a>"
277,"Lake Oahe","CG","C:\Users\benru\Documents\freelance work\files\277.html","Report on Lake Oahe","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\277.html' >Report on Lake Oahe</a>"
285,"Lake Sharpe","CG","C:\Users\benru\Documents\freelance work\files\285.html","Report on Lake Sharpe","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\285.html' >Report on Lake Sharpe</a>"
140,"Dale Hollow Lake","CH","C:\Users\benru\Documents\freelance work\files\140.html","Report on Dale Hollow Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\140.html' >Report on Dale Hollow Lake</a>"
504,"William H. Harsha Lake","CH","C:\Users\benru\Documents\freelance work\files\504.html","Report on William H. Harsha Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\504.html' >Report on William H. Harsha Lake</a>"
93,"Cave Run Lake","CH","C:\Users\benru\Documents\freelance work\files\93.html","Report on Cave Run Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\93.html' >Report on Cave Run Lake</a>"
512,"Youghiogheny River Lake","CH","C:\Users\benru\Documents\freelance work\files\512.html","Report on Youghiogheny River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\512.html' >Report on Youghiogheny River Lake</a>"
242,"J Percy Priest Lake","CH","C:\Users\benru\Documents\freelance work\files\242.html","Report on J Percy Priest Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\242.html' >Report on J Percy Priest Lake</a>"
506,"Woodcock Creek Lake","CH","C:\Users\benru\Documents\freelance work\files\506.html","Report on Woodcock Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\506.html' >Report on Woodcock Creek Lake</a>"
66,"Buckhorn Lake","CH","C:\Users\benru\Documents\freelance work\files\66.html","Report on Buckhorn Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\66.html' >Report on Buckhorn Lake</a>"
134,"Crooked Creek Lake","CH","C:\Users\benru\Documents\freelance work\files\134.html","Report on Crooked Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\134.html' >Report on Crooked Creek Lake</a>"
36,"Barren River Lake","CH","C:\Users\benru\Documents\freelance work\files\36.html","Report on Barren River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\36.html' >Report on Barren River Lake</a>"
462,"Sutton Lake","CH","C:\Users\benru\Documents\freelance work\files\462.html","Report on Sutton Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\462.html' >Report on Sutton Lake</a>"
336,"Mount Morris Dam and Recreation Area","CH","C:\Users\benru\Documents\freelance work\files\336.html","Report on Mount Morris Dam and Recreation Area","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\336.html' >Report on Mount Morris Dam and Recreation Area</a>"
161,"East Branch Clarion River Lake","CH","C:\Users\benru\Documents\freelance work\files\161.html","Report on East Branch Clarion River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\161.html' >Report on East Branch Clarion River Lake</a>"
96,"Center Hill Lake","CH","C:\Users\benru\Documents\freelance work\files\96.html","Report on Center Hill Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\96.html' >Report on Center Hill Lake</a>"
367,"Old Hickory Lake","CH","C:\Users\benru\Documents\freelance work\files\367.html","Report on Old Hickory Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\367.html' >Report on Old Hickory Lake</a>"
34,"Barkley Lake","CH","C:\Users\benru\Documents\freelance work\files\34.html","Report on Barkley Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\34.html' >Report on Barkley Lake</a>"
274,"Lake Cumberland","CH","C:\Users\benru\Documents\freelance work\files\274.html","Report on Lake Cumberland","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\274.html' >Report on Lake Cumberland</a>"
125,"Cordell Hull Lake","CH","C:\Users\benru\Documents\freelance work\files\125.html","Report on Cordell Hull Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\125.html' >Report on Cordell Hull Lake</a>"
88,"Carr Creek Lake","CH","C:\Users\benru\Documents\freelance work\files\88.html","Report on Carr Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\88.html' >Report on Carr Creek Lake</a>"
101,"Cheatham Lock and Dam","CH","C:\Users\benru\Documents\freelance work\files\101.html","Report on Cheatham Lock and Dam","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\101.html' >Report on Cheatham Lock and Dam</a>"
414,"Rough River Lake","CH","C:\Users\benru\Documents\freelance work\files\414.html","Report on Rough River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\414.html' >Report on Rough River Lake</a>"
459,"Summersville Lake","CH","C:\Users\benru\Documents\freelance work\files\459.html","Report on Summersville Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\459.html' >Report on Summersville Lake</a>"
72,"Burnsville Lake","CH","C:\Users\benru\Documents\freelance work\files\72.html","Report on Burnsville Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\72.html' >Report on Burnsville Lake</a>"
355,"Nolin River Lake","CH","C:\Users\benru\Documents\freelance work\files\355.html","Report on Nolin River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\355.html' >Report on Nolin River Lake</a>"
162,"East Lynn Lake","CH","C:\Users\benru\Documents\freelance work\files\162.html","Report on East Lynn Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\162.html' >Report on East Lynn Lake</a>"
211,"Green River Lake","CH","C:\Users\benru\Documents\freelance work\files\211.html","Report on Green River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\211.html' >Report on Green River Lake</a>"
45,"Berlin Lake","CH","C:\Users\benru\Documents\freelance work\files\45.html","Report on Berlin Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\45.html' >Report on Berlin Lake</a>"
471,"Tionesta Lake","CH","C:\Users\benru\Documents\freelance work\files\471.html","Report on Tionesta Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\471.html' >Report on Tionesta Lake</a>"
440,"Shenango River Lake","CH","C:\Users\benru\Documents\freelance work\files\440.html","Report on Shenango River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\440.html' >Report on Shenango River Lake</a>"
7,"Alum Creek Lake","CH","C:\Users\benru\Documents\freelance work\files\7.html","Report on Alum Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\7.html' >Report on Alum Creek Lake</a>"
379,"Paint Creek Lake","CH","C:\Users\benru\Documents\freelance work\files\379.html","Report on Paint Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\379.html' >Report on Paint Creek Lake</a>"
144,"Deer Creek Lake","CH","C:\Users\benru\Documents\freelance work\files\144.html","Report on Deer Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\144.html' >Report on Deer Creek Lake</a>"
401,"R.D. Bailey Lake","CH","C:\Users\benru\Documents\freelance work\files\401.html","Report on R.D. Bailey Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\401.html' >Report on R.D. Bailey Lake</a>"
152,"Dewey Lake","CH","C:\Users\benru\Documents\freelance work\files\152.html","Report on Dewey Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\152.html' >Report on Dewey Lake</a>"
206,"Grayson Lake","CH","C:\Users\benru\Documents\freelance work\files\206.html","Report on Grayson Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\206.html' >Report on Grayson Lake</a>"
41,"Beech Fork Lake","CH","C:\Users\benru\Documents\freelance work\files\41.html","Report on Beech Fork Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\41.html' >Report on Beech Fork Lake</a>"
61,"Bluestone Lake","CH","C:\Users\benru\Documents\freelance work\files\61.html","Report on Bluestone Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\61.html' >Report on Bluestone Lake</a>"
146,"Delaware Lake","CH","C:\Users\benru\Documents\freelance work\files\146.html","Report on Delaware Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\146.html' >Report on Delaware Lake</a>"
178,"Fishtrap Lake","CH","C:\Users\benru\Documents\freelance work\files\178.html","Report on Fishtrap Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\178.html' >Report on Fishtrap Lake</a>"
251,"John W. Flannagan Dam and Reservoir","CH","C:\Users\benru\Documents\freelance work\files\251.html","Report on John W. Flannagan Dam and Reservoir","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\251.html' >Report on John W. Flannagan Dam and Reservoir</a>"
294,"Laurel River Lake","CH","C:\Users\benru\Documents\freelance work\files\294.html","Report on Laurel River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\294.html' >Report on Laurel River Lake</a>"
155,"Dillon Lake","CH","C:\Users\benru\Documents\freelance work\files\155.html","Report on Dillon Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\155.html' >Report on Dillon Lake</a>"
73,"Caesar Creek Lake","CH","C:\Users\benru\Documents\freelance work\files\73.html","Report on Caesar Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\73.html' >Report on Caesar Creek Lake</a>"
110,"Clarence J. Brown Dam and Reservoir","CH","C:\Users\benru\Documents\freelance work\files\110.html","Report on Clarence J. Brown Dam and Reservoir","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\110.html' >Report on Clarence J. Brown Dam and Reservoir</a>"
305,"Loyalhanna Lake","CH","C:\Users\benru\Documents\freelance work\files\305.html","Report on Loyalhanna Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\305.html' >Report on Loyalhanna Lake</a>"
121,"Conemaugh River Lake","CH","C:\Users\benru\Documents\freelance work\files\121.html","Report on Conemaugh River Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\121.html' >Report on Conemaugh River Lake</a>"
64,"Brookville Lake","CH","C:\Users\benru\Documents\freelance work\files\64.html","Report on Brookville Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\64.html' >Report on Brookville Lake</a>"
492,"West Point Lake","CK","C:\Users\benru\Documents\freelance work\files\492.html","Report on West Point Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\492.html' >Report on West Point Lake</a>"
243,"J. Strom Thurmond Lake","CK","C:\Users\benru\Documents\freelance work\files\243.html","Report on J. Strom Thurmond Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\243.html' >Report on J. Strom Thurmond Lake</a>"
387,"Philpott Lake","CK","C:\Users\benru\Documents\freelance work\files\387.html","Report on Philpott Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\387.html' >Report on Philpott Lake</a>"
56,"Black Warrior and Tombigbee Lakes","CK","C:\Users\benru\Documents\freelance work\files\56.html","Report on Black Warrior and Tombigbee Lakes","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\56.html' >Report on Black Warrior and Tombigbee Lakes</a>"
248,"John H. Kerr Dam and Reservoir","CK","C:\Users\benru\Documents\freelance work\files\248.html","Report on John H. Kerr Dam and Reservoir","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\248.html' >Report on John H. Kerr Dam and Reservoir</a>"
287,"Lake Sidney Lanier","CK","C:\Users\benru\Documents\freelance work\files\287.html","Report on Lake Sidney Lanier","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\287.html' >Report on Lake Sidney Lanier</a>"
222,"Hartwell Lake","CK","C:\Users\benru\Documents\freelance work\files\222.html","Report on Hartwell Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\222.html' >Report on Hartwell Lake</a>"
466,"Tennessee-Tombigbee Waterway","CK","C:\Users\benru\Documents\freelance work\files\466.html","Report on Tennessee-Tombigbee Waterway","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\466.html' >Report on Tennessee-Tombigbee Waterway</a>"
488,"Walter F. George Lake","CK","C:\Users\benru\Documents\freelance work\files\488.html","Report on Walter F. George Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\488.html' >Report on Walter F. George Lake</a>"
4,"Alabama River Lakes","CK","C:\Users\benru\Documents\freelance work\files\4.html","Report on Alabama River Lakes","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\4.html' >Report on Alabama River Lakes</a>"
91,"Carters Lake","CK","C:\Users\benru\Documents\freelance work\files\91.html","Report on Carters Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\91.html' >Report on Carters Lake</a>"
284,"Lake Seminole","CK","C:\Users\benru\Documents\freelance work\files\284.html","Report on Lake Seminole","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\284.html' >Report on Lake Seminole</a>"
5,"Allatoona Lake","CK","C:\Users\benru\Documents\freelance work\files\5.html","Report on Allatoona Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\5.html' >Report on Allatoona Lake</a>"
365,"Okatibbee Lake","CK","C:\Users\benru\Documents\freelance work\files\365.html","Report on Okatibbee Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\365.html' >Report on Okatibbee Lake</a>"
485,"W. Kerr Scott Dam & Reservoir","CK","C:\Users\benru\Documents\freelance work\files\485.html","Report on W. Kerr Scott Dam & Reservoir","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\485.html' >Report on W. Kerr Scott Dam & Reservoir</a>"
278,"Lake Okeechobee","CK","C:\Users\benru\Documents\freelance work\files\278.html","Report on Lake Okeechobee","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\278.html' >Report on Lake Okeechobee</a>"
454,"Stanislaus River Parks","CL","C:\Users\benru\Documents\freelance work\files\454.html","Report on Stanislaus River Parks","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\454.html' >Report on Stanislaus River Parks</a>"
114,"Cochiti Lake","CL","C:\Users\benru\Documents\freelance work\files\114.html","Report on Cochiti Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\114.html' >Report on Cochiti Lake</a>"
318,"Mendocino Lake","CL","C:\Users\benru\Documents\freelance work\files\318.html","Report on Mendocino Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\318.html' >Report on Mendocino Lake</a>"
391,"Pine Flat Lake","CL","C:\Users\benru\Documents\freelance work\files\391.html","Report on Pine Flat Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\391.html' >Report on Pine Flat Lake</a>"
164,"Eastman Lake","CL","C:\Users\benru\Documents\freelance work\files\164.html","Report on Eastman Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\164.html' >Report on Eastman Lake</a>"
288,"Lake Sonoma","CL","C:\Users\benru\Documents\freelance work\files\288.html","Report on Lake Sonoma","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\288.html' >Report on Lake Sonoma</a>"
53,"Black Butte Lake","CL","C:\Users\benru\Documents\freelance work\files\53.html","Report on Black Butte Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\53.html' >Report on Black Butte Lake</a>"
225,"Hensley Lake","CL","C:\Users\benru\Documents\freelance work\files\225.html","Report on Hensley Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\225.html' >Report on Hensley Lake</a>"
1,"Abiquiu Lake","CL","C:\Users\benru\Documents\freelance work\files\1.html","Report on Abiquiu Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\1.html' >Report on Abiquiu Lake</a>"
458,"Success Lake","CL","C:\Users\benru\Documents\freelance work\files\458.html","Report on Success Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\458.html' >Report on Success Lake</a>"
350,"New Hogan Lake","CL","C:\Users\benru\Documents\freelance work\files\350.html","Report on New Hogan Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\350.html' >Report on New Hogan Lake</a>"
257,"Kaweah Lake","CL","C:\Users\benru\Documents\freelance work\files\257.html","Report on Kaweah Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\257.html' >Report on Kaweah Lake</a>"
313,"Martis Creek Lake","CL","C:\Users\benru\Documents\freelance work\files\313.html","Report on Martis Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\313.html' >Report on Martis Creek Lake</a>"
204,"Granger Lake","CM","C:\Users\benru\Documents\freelance work\files\204.html","Report on Granger Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\204.html' >Report on Granger Lake</a>"
192,"Georgetown Lake","CM","C:\Users\benru\Documents\freelance work\files\192.html","Report on Georgetown Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\192.html' >Report on Georgetown Lake</a>"
322,"Millwood Lake","CM","C:\Users\benru\Documents\freelance work\files\322.html","Report on Millwood Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\322.html' >Report on Millwood Lake</a>"
20,"Arkansas River - Robert S. Kerr Pool","CM","C:\Users\benru\Documents\freelance work\files\20.html","Report on Arkansas River - Robert S. Kerr Pool","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\20.html' >Report on Arkansas River - Robert S. Kerr Pool</a>"
170,"Elk City Lake","CM","C:\Users\benru\Documents\freelance work\files\170.html","Report on Elk City Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\170.html' >Report on Elk City Lake</a>"
233,"Hugo Lake","CM","C:\Users\benru\Documents\freelance work\files\233.html","Report on Hugo Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\233.html' >Report on Hugo Lake</a>"
181,"Fort Gibson Lake","CM","C:\Users\benru\Documents\freelance work\files\181.html","Report on Fort Gibson Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\181.html' >Report on Fort Gibson Lake</a>"
261,"Keystone Lake","CM","C:\Users\benru\Documents\freelance work\files\261.html","Report on Keystone Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\261.html' >Report on Keystone Lake</a>"
463,"Table Rock Lake","CM","C:\Users\benru\Documents\freelance work\files\463.html","Report on Table Rock Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\463.html' >Report on Table Rock Lake</a>"
290,"Lake Texoma","CM","C:\Users\benru\Documents\freelance work\files\290.html","Report on Lake Texoma","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\290.html' >Report on Lake Texoma</a>"
226,"Heyburn Lake","CM","C:\Users\benru\Documents\freelance work\files\226.html","Report on Heyburn Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\226.html' >Report on Heyburn Lake</a>"
376,"Ozark Lake","CM","C:\Users\benru\Documents\freelance work\files\376.html","Report on Ozark Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\376.html' >Report on Ozark Lake</a>"
153,"Dierks Lake","CM","C:\Users\benru\Documents\freelance work\files\153.html","Report on Dierks Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\153.html' >Report on Dierks Lake</a>"
370,"Oologah Lake","CM","C:\Users\benru\Documents\freelance work\files\370.html","Report on Oologah Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\370.html' >Report on Oologah Lake</a>"
382,"Pat Mayse Lake","CM","C:\Users\benru\Documents\freelance work\files\382.html","Report on Pat Mayse Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\382.html' >Report on Pat Mayse Lake</a>"
142,"Dardanelle Lake","CM","C:\Users\benru\Documents\freelance work\files\142.html","Report on Dardanelle Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\142.html' >Report on Dardanelle Lake</a>"
213,"Greers Ferry Lake","CM","C:\Users\benru\Documents\freelance work\files\213.html","Report on Greers Ferry Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\213.html' >Report on Greers Ferry Lake</a>"
356,"Norfork Lake","CM","C:\Users\benru\Documents\freelance work\files\356.html","Report on Norfork Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\356.html' >Report on Norfork Lake</a>"
70,"Bull Shoals Lake","CM","C:\Users\benru\Documents\freelance work\files\70.html","Report on Bull Shoals Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\70.html' >Report on Bull Shoals Lake</a>"
17,"Arkansas River - Newt Graham Pool","CM","C:\Users\benru\Documents\freelance work\files\17.html","Report on Arkansas River - Newt Graham Pool","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\17.html' >Report on Arkansas River - Newt Graham Pool</a>"
256,"Kaw Lake","CM","C:\Users\benru\Documents\freelance work\files\256.html","Report on Kaw Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\256.html' >Report on Kaw Lake</a>"
183,"Fort Supply Lake","CM","C:\Users\benru\Documents\freelance work\files\183.html","Report on Fort Supply Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\183.html' >Report on Fort Supply Lake</a>"
48,"Big Hill Lake","CM","C:\Users\benru\Documents\freelance work\files\48.html","Report on Big Hill Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\48.html' >Report on Big Hill Lake</a>"
15,"Arkansas River - Chouteau Lock and Dam","CM","C:\Users\benru\Documents\freelance work\files\15.html","Report on Arkansas River - Chouteau Lock and Dam","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\15.html' >Report on Arkansas River - Chouteau Lock and Dam</a>"
21,"Arkansas River - Rockefeller Lake","CM","C:\Users\benru\Documents\freelance work\files\21.html","Report on Arkansas River - Rockefeller Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\21.html' >Report on Arkansas River - Rockefeller Lake</a>"
77,"Canyon Lake","CM","C:\Users\benru\Documents\freelance work\files\77.html","Report on Canyon Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\77.html' >Report on Canyon Lake</a>"
486,"Waco Lake","CM","C:\Users\benru\Documents\freelance work\files\486.html","Report on Waco Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\486.html' >Report on Waco Lake</a>"
276,"Lake O' The Pines","CM","C:\Users\benru\Documents\freelance work\files\276.html","Report on Lake O' The Pines","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\276.html' >Report on Lake O' The Pines</a>"
149,"Dequeen Lake","CM","C:\Users\benru\Documents\freelance work\files\149.html","Report on Dequeen Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\149.html' >Report on Dequeen Lake</a>"
196,"Gillham Lake","CM","C:\Users\benru\Documents\freelance work\files\196.html","Report on Gillham Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\196.html' >Report on Gillham Lake</a>"
111,"Clearwater Lake","CM","C:\Users\benru\Documents\freelance work\files\111.html","Report on Clearwater Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\111.html' >Report on Clearwater Lake</a>"
354,"Nimrod Lake","CM","C:\Users\benru\Documents\freelance work\files\354.html","Report on Nimrod Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\354.html' >Report on Nimrod Lake</a>"
42,"Belton Lake","CM","C:\Users\benru\Documents\freelance work\files\42.html","Report on Belton Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\42.html' >Report on Belton Lake</a>"
501,"Whitney Lake","CM","C:\Users\benru\Documents\freelance work\files\501.html","Report on Whitney Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\501.html' >Report on Whitney Lake</a>"
295,"Lavon Lake","CM","C:\Users\benru\Documents\freelance work\files\295.html","Report on Lavon Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\295.html' >Report on Lavon Lake</a>"
508,"Wright Patman Lake","CM","C:\Users\benru\Documents\freelance work\files\508.html","Report on Wright Patman Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\508.html' >Report on Wright Patman Lake</a>"
399,"Proctor Lake","CM","C:\Users\benru\Documents\freelance work\files\399.html","Report on Proctor Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\399.html' >Report on Proctor Lake</a>"
456,"Stillhouse Hollow Lake","CM","C:\Users\benru\Documents\freelance work\files\456.html","Report on Stillhouse Hollow Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\456.html' >Report on Stillhouse Hollow Lake</a>"
232,"Hords Creek Lake","CM","C:\Users\benru\Documents\freelance work\files\232.html","Report on Hords Creek Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\232.html' >Report on Hords Creek Lake</a>"
423,"Sam Rayburn Reservoir","CM","C:\Users\benru\Documents\freelance work\files\423.html","Report on Sam Rayburn Reservoir","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\423.html' >Report on Sam Rayburn Reservoir</a>"
298,"Lewisville Lake","CM","C:\Users\benru\Documents\freelance work\files\298.html","Report on Lewisville Lake","<a  target=_blank href='C:\Users\benru\Documents\freelance work\files\298.html' >Report on Lewisville Lake</a>"
